date,Time precision,country,Country ISO,Latitude,Longitude,Geo precision,Admin 1,Location where sexual violence was committed,Event Description,Reported Perpetrator,Perpetrator Group Name,Single and group perpetrators ,Weapon Carried/Used,Survivor or Victim,Survivor Or Victim Sex,Adult or Minor ,Type,SV Context,Classification,Number of reported victims,Reported deaths following the sexual violence,SiND Event ID
#date +occurred,,#country,#country_ISO,#geo +lac,#geo +lon,,#adm1,#loc,,#group +perp,#group +perp +name,,#weapons,,#sex,,,,,,,
21/11/2020,Exact Date,Ethiopia,ETH,14.4050344,37.9142009,(1)Exact location,Tigray,"Public Building, Market or Public Area ","November 2021: In Tigray region, five women, one of whom was eight months pregnant, were raped by Eritrean soldiers. One of the women was raped in front of her two-year-old son.This incident was reported on 11 August 2021. ",State military,Eritrean Defence Forces,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,5,,28810
24/05/2021,Month- The event occurred within this month,Ethiopia,ETH,14.19588931,36.76000137,(1)Exact location,Tigray,Under arrest or detention,"August 2021: In Tigray region, a 16-year-old girl was held in captivity for three days and raped by four Ethiopian soldiers.",State military,Ethiopian National Defense Forces,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,28811
05/01/2021,Exact Date,Ethiopia,ETH,14.53041523,38.04666309,"(4)Province, State, Governorate ",Tigray,Under arrest or detention,"August 2021: In Zebangedana village, Tigray a 17-year-old girl was abducted and raped by eight Eritrean soldiers. She was held in captivity for two weeks. She was kidnapped in January 2021.  ",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,28812
11/11/2020,Exact Date,Ethiopia,ETH,14.39381102,37.77473734,"(3)District, Communicipality or Commune ",Tigray,In captivity,"November 2020: In Tigray region, a 37-year-old woman was abducted and held captive for 15 days by 13 Eritrean soldiers. The woman was also verbally and physically abused.  This incident was reported in August 2021. ",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28814
24/01/2021,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,14.24896274,36.57153618,"(3)District, Communicipality or Commune ",Tigray,"Street, road or field ","August 2021: In Tigray region, an 18-year-old woman was raped by plain clothed soldiers who spoke Amharic as she attempted to flee for safety to Sudan. The incident occurred in January 2021.",NSA,Amhara Special Forces (Ethiopia),Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28816
01/11/2020,Month- The event occurred within this month,Ethiopia,ETH,14.21406821,36.55406721,"(3)District, Communicipality or Commune ",Tigray,"Street, road or field ","November 2020: In Tigray region, an 18-year-old woman was raped by two soldiers wearing civilian clothing who spoke Amharic as she attempted to flee for safety to Sudan. The incident was reported in August 2021. ",NSA,Amhara Special Forces (Ethiopia),Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,28818
16/12/2020,Exact Date,Ethiopia,ETH,14.27859963,36.60663463,(2)25 km precision ,Tigray,In captivity,"November 2020: In Tigray region, a 28-year-old woman was caught whilst attempting to flee to Sudan. She was taken to a house nearby where she was raped by 10 Amhara forces soldiers. She was held for three days until several Eritrean soldiers came into the house and took her to a rural area where they also attempted to rape her. This incident was reported in August 2021. ",Multiple,"Amhara Special Forces (Ethiopia), Eritrean Defence Forces",Multiple,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault Gang SV assault,1,,28821
01/08/2021,Exact Date,DRC,COD,-1.395749805,28.81576538,"(3)District, Communicipality or Commune ",North Kivu,No information ,"August 2021: In North Kivu province, a 17-year-old girl was raped by armed men who raided the village and also killed a man.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,28978
01/08/2021,Exact Date,DRC,COD,0.852321916,29.25770161,(1)Exact location,Ituri,No information ," August 2021: In Ituri province, a FARDC Lieutenant was caught raping a 17-year-old boy. The soldier was arrested.",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Single perpetrator,Firearms,Civilian ,Male,"Minor, ",Rape,SV by security personnel,Single rape/sv assault ,1,,28979
16/01/2020,Exact Date,Sudan,SDN,13.50788383,24.85981903,(2)25 km precision ,Al Fasher,"Street, road or field ","January 2020: In North Darfur state, a young girl was raped by three gunmen as she was carrying food to her father. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,29066
31/01/2020,Exact Date,Sudan,SDN,13.47049234,23.32296481,(2)25 km precision ,North Darfur State,In captivity,"January 2020: In North Darfur state, six women and two children were detained and raped over a period of two days by gunmen.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,6,,29067
21/04/2020,Exact Date,Sudan,SDN,13.08239673,23.59838028,(2)25 km precision ,Central Darfur,No information ,"April 2020: In Central Darfur state, seven women were raped in an attack on the village by armed pastoralists. At least two people were killed with firearms, and five others were seriously wounded. Hundreds were displaced in the attack, with 70 houses, shops and the market torched. The attack follows a dispute which arose when the body of a young pastoralist was found in a well.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,7,,29068
03/06/2020,Exact Date,Sudan,SDN,12.09865394,24.90625839,(2)25 km precision ,South Darfur State,Project site ,"June 2020: In South Darfur state, a 15 year-old IDP girl was gang-raped by pastoralists",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,29069
27/09/2020,Exact Date,Sudan,SDN,12.85489226,24.10700302,(2)25 km precision ,Central Darfur,"Street, road or field ","September 2020: In Central Darfur state, a 50-year old woman was raped and a man injured by gunfire during an attack on a group of people returning from the market in Tur by armed bandits riding horses and donkeys. The perpetrators stole money and a donkey from the civilians",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,29070
21/09/2020,Exact Date,Sudan,SDN,12.96416918,23.85131836,(2)25 km precision ,Central Darfur,"Street, road or field ","September 2020: In Central Darfur state, a 41-year old IDP woman was raped and beaten to death by 10 armed men firing shots in the area, causing farmers to flee. The attack happened at around 2 oâ€™clock in the morning",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,1,29071
07/01/2021,Exact Date,Sudan,SDN,13.52851941,24.85223726,(2)25 km precision ,North Darfur State,No information ,"January 2021: In North Darfur state, a 16-year-old female IDP was gang raped by militiamen",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,29072
07/01/2021,Exact Date,Sudan,SDN,11.56956835,24.65420936,"(4)Province, State, Governorate ",South Darfur State,No information ,"January 2021: In South Darfur, a nine-year-old girl was raped by a Sudanese army soldier. The soldier has been arrested by his army unit.",State military,Sudanese Armed Forces,Single perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,SV by security personnel,Single rape/sv assault ,1,,29073
03/02/2021,Exact Date,Sudan,SDN,12.35170881,23.42745668,"(4)Province, State, Governorate ",Central Darfur,No information ,"February 2021: In Central Darfur state, a 10-year-old girl was raped by gunmen",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,29074
27/02/2021,Exact Date,Sudan,SDN,13.4771,23.3117,(2)25 km precision ,North Darfur State,"Street, road or field ","February 2021: In North Darfur, a 45-year-old displaced woman was raped by five gunmen whilst fetching firewood. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,29075
05/05/2021,Close -The exact date is within 2-6 days of the indicated date,Sudan,SDN,12.71308446,23.74778925,(6)Contry,Central Darfur,No information ,"May 2021: In an undisclosed location, a woman was raped by four men one of whom was in military uniform and another wearing military boots. A video was taken of the attack and briefly shared on social media.",State military,Sudanese Armed Forces,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",Rape,SV by security personnel,Gang SV assault,1,,29076
04/08/2021,Close -The exact date is within 2-6 days of the indicated date,Sudan,SDN,14.50853436,22.76091616,"(3)District, Communicipality or Commune ",West Darfur State,No information ,"August 2021: In West Darfur, two young women were raped by gunmen",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,29077
24/08/2021,Exact Date,Sudan,SDN,13.51035147,24.86122854,"(3)District, Communicipality or Commune ",North Darfur State,No information ,"August 2021: In North Darfur region, a girl was raped when dozens of armed men on camels and motorcycles wearing military uniforms attacked the village",State military,Sudanese Armed Forces,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,29078
07/09/2021,Exact Date,Sudan,SDN,13.50553567,24.86206055,(2)25 km precision ,North Darfur State,No information ,"September 2021: In the Khartoum Jadeed area, Tawila locality, North Darfur state, a 17-year old girl was gang raped by seven armed men in military uniforms. Seven civilians were also injured when the perpetrators fired indiscriminately. The victim, along with another injured civilian, was taken to a local hospital to receive medical care",State military,Sudanese Armed Forces,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,SV by security personnel,Gang SV assault,1,,29079
09/09/2021,Exact Date,Sudan,SDN,13.57054411,25.52284953,"(4)Province, State, Governorate ",North Darfur State,No information ,"September 2021: In North Darfur a girl was raped by armed men during an attack on a village. The perpetrators fired shots into the air, destroyed farming land, and looted valuable goods from the villagers",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,29080
13/09/2021,Month- The event occurred within this month,Sudan,SDN,13.48831437,25.31037581,(1)Exact location,North Darfur State,Refugee IDP settlement ,"September 2021: In Zamzam camp, North Darfur state, 17 cases of rape have been reported by activists since the current spate of armed attacks on dozens of villages began in July and August 2021. Among the victims was a 13-year-old girl who was gang-raped by unidentified gunmen ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Unspecified, Minor, ",Rape,CRSV,Mass SV assault,17,,29081
30/07/2021,Exact Date,Sudan,SDN,13.40106603,22.76584867,(1)Exact location,West Darfur State,No information ,"July 2021: In West Darfur state, two girls (presumed to be Masalit) were raped by unidentified militamen.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,29082
30/01/2021,Exact Date,Sudan,SDN,12.85976083,24.11448517,(2)25 km precision ,Central Darfur,"Street, road or field ","January 2021: In Central Darfur state, a 13-year-old female IDP was raped by two gunmen. The perpetrators also stabbed her brother in the head.",NSA,Unidentified armed actor,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,29083
22/06/2021,Month- The event occurred within this month,Nigeria,NGA,8.98687995,7.355039435,(1)Exact location,Federal Capital Territory,School,"As reported on 07 September 2021: In Lugbe district, Abuja, unidentified perpetrators reportedly raped a 14-year-old female boarding student of a school , leading to her death.",No Information,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,SV of beneficiaries,Gang SV assault,1,,29810
22/09/2021,Exact Date,Nigeria,NGA,5.12826,7.362492,(1)Exact location,Abia,Under arrest or detention,"September 2021: In Abia state, three male and three female students were detained and extorted by police officers who raided their off-campus studentsâ€™ hostel. Five of the students were released and an 18-year-old female undergraduate student was detained and raped by three policemen. She was hospitalised in critical condition.",Police,Nigeria Police Force,Group perpetrator,No information on weapons,Civilian ,Female,"Minor, ",Rape,SV by security personnel,Gang SV assault,1,,29831
04/11/2021,Exact Date,DRC,COD,1.452234977,29.87608145,"(3)District, Communicipality or Commune ",Ituri,No information ,"November 2021: In  Irumu province, a 15-year-old girl was raped by Front for Patriotic Resistance in Ituri (FRPI) fighters during a raid on the village. Two women, a girl and two men, were also kidnapped and livestock was stolen. ",NSA,FRPI Front for Patriotic Resistance in Ituri,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,30232
03/10/2021,Exact Date,DRC,COD,-0.885903869,29.56682031,(2)25 km precision ,North Kivu,In captivity,"October 2021: In North Kivu province, a 17-year-old girl was kidnapped and raped by a FARDC soldier.",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Single perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,SV by security personnel,Single rape/sv assault ,1,,30235
04/10/2021,Exact Date,DRC,COD,0.31399925,29.42357136,(2)25 km precision ,North Kivu,No information ,"October 2021: In North Kivu province, armed men raped four women who had become IDPs following the Nyiragongo volcano disaster on 22 May 2021.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,4,,30240
04/10/2021,Exact Date,DRC,COD,-4.406659884,28.39141846,(2)25 km precision ,Maniema,"Street, road or field ","October 2021: In Maniema province, two suspected MaÃ¯-MaÃ¯ militia members raped a 15-year-old girl after she left a market. The girl was subsequently transferred to a health centre. ",NSA,Mai Mai militia,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,30243
10/12/2021,Exact Date,South Sudan,SSD,9.569851383,27.70751953,(5)Linear feature e.g. along a road or river ,Northern Bahr el Ghazal,"Street, road or field ","December 2021: Northern Bahr el Ghazal state, a 17-year-old girl was raped by over 10 armed men. People travelling with the woman were robbed.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,30364
06/12/2021,Exact Date,Sudan,SDN,13.513868,24.8612293,(2)25 km precision ,North Darfur State,No information ,"December 2021: In North Darfur, a 14-year-old and 13-year-old girl were raped during an attack on the village by armed men. The perpetrators beat civilians and looted belongings.",NSA,Unidentified armed actor,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,2,,30365
16/12/2021,Exact Date,Sudan,SDN,11.86091621,31.05156313,"(3)District, Communicipality or Commune ",South Kordofan State,"Street, road or field ","December 2021: In South Kordofan state, a 13-year-old girl was raped at a farm by three armed men. Her mother was also beaten.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,30366
19/12/2021,Exact Date,Sudan,SDN,15.60985992,32.52731616,(2)25 km precision ,Khartoum State,"Street, road or field ","December 2021: In Khartoum state, a ten-year-old girl was raped by at least ten Sudanese forces. ",State military,Sudanese Armed Forces,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,30368
19/12/2021,Exact Date,Sudan,SDN,15.6066846,32.52465015,(2)25 km precision ,Khartoum State,No information ,"December 2021: In Khartoum state, 13 women were raped by Sudanese security forces after their arrest during Marches of the Millions protests. There were also multiple allegations of sexual harassment by security forces against women who were trying to flee the vicinity. ",State military,Sudanese Armed Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,13,,30370
15/08/2021,Month- The event occurred within this month,Ethiopia,ETH,11.73859157,38.47269818,(1)Exact location,Amhara Region,No information ,"August 2021: Over 70 women were reportedly raped, robbed, and physically and verbally assaulted at gunpoint by TPLF fighters during an attack on the town in the Amhara region.",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,74,,30371
14/08/2021,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,11.73863654,38.4727478,(1)Exact location,Amhara Region,Victims home ,"August 2021: In Amhara region, a 45-year-old woman was reportedly raped and verbally insulted in her home by three TPLF fighters. This incident was reported on 09 November 2021. ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30372
12/08/2021,Week-The event occurred within the week of this date ,Ethiopia,ETH,11.73876096,38.47270288,(1)Exact location,Amhara Region,Victims home ,"August 2021: In Amhara region, a 30-year-old woman was reportedly raped and assaulted at gunpoint infront of her two children by three TPLF fighters. This incident was reported on 09 November 2021.",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30374
13/08/2021,Exact Date,Ethiopia,ETH,11.73860536,38.47270288,(1)Exact location,Amhara Region,Victims home ,"As reported on , 09 November 2021: In a town in Northern Ethiopia, a 28-year-old woman was reportedly raped in her home in front of her two daughters by four TPLF fighters. The fighters used ethnic slurs and claimed that the attack was in retaliation for Ethiopia Federal Defense forces raping their wives.",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30375
19/12/2021,Exact Date,Sudan,SDN,15.60862349,32.52117514,(2)25 km precision ,Khartoum State,Police station ,"December 2021: In Khartoum state, an unspecified number women were subjected to harassment and various types of physical and sexual assault during detention and later at police stations following their involvement in Marches of the Millions protests",State military,Sudanese Armed Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",SexualAssault,CRSV,Mass SV assault,6,,30376
25/12/2021,Exact Date,Sudan,SDN,15.60882888,32.52591904,(2)25 km precision ,Khartoum State,No information ,"December 2021: In Khartoum state, three men were raped by Sudanese forces during Marches of the Millions protests ",State military,Sudanese Armed Forces,Group perpetrator,Firearms,Civilian ,Male,"Adult, ",Rape,CRSV,Mass SV assault,3,,30377
25/12/2021,Exact Date,Sudan,SDN,15.6077768,32.52344304,(2)25 km precision ,Khartoum State,No information ,"December 2021: In Khartoum state, 13 women were raped by Sudanese forces during Marches of the Millions protests.",State military,Sudanese Armed Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,13,,30378
25/12/2021,Exact Date,Sudan,SDN,15.60926978,32.52508661,(2)25 km precision ,Khartoum State,No information ,"December 2021: In Khartoum state, a LNGO received 30 complaints of sexual harrassment by Sudanese Security Forces during the suppression of the Marches of the Millions protests. ",State military,Sudanese Armed Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",SexualHarassment,CRSV,Not applicable,30,,30379
12/08/2021,Week-The event occurred within the week of this date ,Ethiopia,ETH,11.73861783,38.47276993,(1)Exact location,Amhara Region,Victims home ,"August 2021: In Amhara region, a 30-year-old woman was reportedly raped and beaten inside her restaurant by three TPLF fighters. The fighters used ethnic slurs and robbed her. This incident was reported on 09 November 2021.",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30380
12/08/2021,Week-The event occurred within the week of this date ,Ethiopia,ETH,11.73895693,38.4727696,(1)Exact location,Amhara Region,Victims home ,"August 2021: In Amhara region, a woman was reportedly raped several times by TPLF fighters between 12 and 20 August. One of the fighters also stole her phone and cash and damaged her property. This incident was reported on 09 November 2021. ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30381
12/08/2021,Exact Date,Ethiopia,ETH,11.73866576,38.47270053,(1)Exact location,Amhara Region,Victims home ,"August 2021: In Amhara region, a 20-year-old woman was reportedly raped by three TPLF fighters. She was not able to access any medical services after the attack. This incident was reported on 09 November 2021.  ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30382
11/08/2021,Exact Date,Ethiopia,ETH,11.7391726,38.4727478,(1)Exact location,Amhara Region,Victims home ,"August 2021: In Nifas Mewcha town, Debub Gondar zone, Amhara region, a woman was reportedly raped and had her shop looted by three TPLF fighters. This incident was reported on 09 November 2021. ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30383
03/11/2021,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,11.82770709,39.59163163,(1)Exact location,Amhara Region,"Public Building, Market or Public Area "," November 2021: In Amhara region, an Amhara woman was reportedly raped by seven Tigray Peopleâ€™s Liberation Front (TPLF) fighters at her coffee house. ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30384
03/11/2021,Exact Date,South Sudan,SSD,4.093879407,30.67593802,(1)Exact location,Central Equatoria,"Street, road or field "," November 2021: In Central Equatoria, a 14-year-old girl was ambushed and raped by seven men whilst returning home.  ",NSA,Unidentified armed actor,Group perpetrator,No information on weapons,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,30385
23/11/2021,Exact Date,South Sudan,SSD,4.094577176,30.67709484,(2)25 km precision ,Central Equatoria,No information ,"November 2021: In Central Equatoria state, a 19-year-old woman was raped by a man in military uniform. ",State military,South Sudan People's Defence Force,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Single rape/sv assault ,1,,30386
22/08/2021,Week-The event occurred within the week of this date ,Ethiopia,ETH,11.66588975,39.65858197,(1)Exact location,Amhara Region,Victims home ,"August 2021: In Amhara region, a 28-year-old Amhara woman was attacked, threatened and raped by an armed man in plain clothes in her residence. She reported that the man spoke Tigrinya and the area was under Tigrayan control. This incident was reported on 18 October 2021.",NSA,Tigray Peopleâ€™s Liberation Front,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,,30388
05/12/2020,Month- The event occurred within this month,Ethiopia,ETH,14.42843343,37.88635254,(2)25 km precision ,Tigray,"Street, road or field ","December 2020: In Tigray region, a 27-year-old Eritrean refugee and her 17-year-old sister were reportedly raped by Tigrayan fighters as they were marched, along with other refugees, back to Hitsats refugee camp. This incident was reported on 16 September 2021. ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,30389
04/01/2021,Week-The event occurred within the week of this date ,Ethiopia,ETH,14.1755,37.7244,(1)Exact location,Tigray,Refugee IDP settlement ,"January 2021: In Tigray region, four Eritrean refugees were reportedly raped by Eritrean forces inside a refugee camp. This incident was reported on 16 September 2021.",State military,Eritrean Defence Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,4,,30390
05/11/2021,Exact Date,DRC,COD,-5.92745375,12.37141449,(1)Exact location,Kongo-Central,"Street, road or field ","November 2021: In Kongo Central province, an unspecified number of women were raped by the Armed Forces of the Democratic Republic of the Congo (FARDC) soldiers during an attack on the village in an alleged revenge attack for the death of another soldier. ",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Group perpetrator,Arson,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Mass SV assault,2,,30391
05/11/2021,Exact Date,DRC,COD,-5.3833,27,(1)Exact location,Tanganyika,In captivity,"November 2021: In Tanganyika province, two women and a taxi driver were abducted and stripped naked by Batwa militiamen and taken to another location where another 20 other people were being held. One woman managed to escape. ",NSA,Mai Mai militia,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,"Female, Male","Adult, ",StrippedNaked/TornClothes,CRSV,Intimation,3,,30392
09/11/2021,Exact Date,DRC,COD,-5.043437317,28.79127482,(1)Exact location,Tanganyika,In captivity,"November 2021: In Tanganyika province, three women were abducted and stripped naked by suspected Mai-Mai Hapa Na Pale militants before being released. A woman was also beheaded by the militants. ",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",StrippedNaked/TornClothes,CRSV,Intimation,3,,30393
09/12/2021,Exact Date,DRC,COD,-1.229656488,29.40572391,(1)Exact location,North Kivu,In captivity,"December 2021: In North Kivu province, a woman was kidnapped from a field and raped by armed men who demanded a ransom for her release. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30408
13/12/2021,Exact Date,DRC,COD,-1.134302684,29.03947797,(2)25 km precision ,North Kivu,In captivity,"December 2021: In North Kivu province, four girls were kidnapped and raped by five armed men",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,4,,30409
13/12/2021,Exact Date,DRC,COD,1.354022058,29.02879048,"(3)District, Communicipality or Commune ",Ituri,Hospital or clinic  ,December 2021: A pregnant patient who had visited the clinic to give birth was raped by a male nurse. The perpetrator was arrested by the Congolese police in the Ituri province.,Employee,Health worker,Single perpetrator,No information on weapons,Civilian ,Female,"Unspecified, ",Rape,Safeguarding,Single rape/sv assault ,1,,30410
28/12/2021,Exact Date,DRC,COD,0.325905162,29.3547821,(2)25 km precision ,North Kivu,"Street, road or field ","December 2021: In North Kivu province, unknown perpetrators raped a 20-year-old woman who was on her way back from fetching water. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30412
06/02/2021,Month- The event occurred within this month,Ethiopia,ETH,14.27398188,39.46363995,(5)Linear feature e.g. along a road or river ,Eastern Tigray,In captivity,"February 2021: In Tigray region, a 27-year-old Tigrayan woman was kidnapped from a minibus by uniformed Eritrean soldiers and taken to a bush camp where she was raped and tortured for eleven days by 23 soldiers. This incident was reported on 15th April 2021 and again on 13th December 2021. ",State military,Ethiopian National Defense Forces,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30438
03/01/2021,Exact Date,DRC,COD,-6.428370759,20.78700679,"(3)District, Communicipality or Commune ",Kasai,No information ,"January 2021: In Kasia province, a 16-year-old girl was raped by a police captain, who was later prosecuted",Police,Congolese National Police,Single perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,SV by security personnel,Single rape/sv assault ,1,,30441
07/01/2021,Exact Date,DRC,COD,-1.1294,29.2429,(2)25 km precision ,North Kivu,In captivity,"January 2021: In North Kivu province, three girls were abducted and raped by armed men.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,3,,30443
14/01/2021,Close -The exact date is within 2-6 days of the indicated date,DRC,COD,-11.66696976,27.47988624,(1)Exact location,Haut-Katanga,Victims home ,"January 2021: In Haut-Katanga province, seven women were raped over two nights by suspected FARDC soldiers who broke into their homes at night to rob them. ",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Mass SV assault,7,,30444
03/11/2021,Exact Date,Nigeria,NGA,9.6099484,3.9414245,"(3)District, Communicipality or Commune ",Kwara,In captivity,"November 2021: In Kwara state, Fulani herdsmen abducted two minor girls and raped them before releasing them a few hours later. ",Other,Fulani herdsmen,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,2,,30447
12/11/2021,Exact Date,Nigeria,NGA,6.810747597,3.436619192,(1)Exact location,Ogun,"Street, road or field ","November 2021: In a village in Ogun state, women were raped by unidentified armed men who attacked the community. Two residents were abducted, houses and shops were destroyed and looted. ",NSA,Unidentified armed actor,Group perpetrator,Arson,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,30450
