date,Time precision,country,Country ISO,Latitude,Longitude,Geo precision,Admin 1,Location where sexual violence was committed,Event Description,Reported Perpetrator,Perpetrator Group Name,Single and group perpetrators ,Weapon Carried/Used,Survivor or Victim,Survivor Or Victim Sex,Adult or Minor ,Type,SV Context,Classification,Number of reported victims,Reported deaths following the sexual violence,SiND Event ID
#date +occurred,,#country,#country_ISO,#geo +lac,#geo +lon,,#adm1,#loc,,#group +perp,#group +perp +name,,#weapons,,#sex,,,,,,,
06/07/2021,Exact Date,DRC,COD,-0.962197,29.32557083,"(3)District, Communicipality or Commune ",North Kivu,In captivity,"July 2021: In North Kivu province, four girls were kidnapped and raped by armed men. A man was also killed and a boy kidnapped alongside the girls. A ransom was demanded for the hostagesâ€™ release. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,4,,30774
11/07/2021,Exact Date,DRC,COD,-1.340667432,29.39987156,(2)25 km precision ,North Kivu,In captivity,"July 2021: In North Kivu province, five girls between the ages of 12 to 21 were abducted and raped by four armed men as they returned from the market. After three days they were ordered to contact their relatives to negotiate their release after a ransom was paid",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,5,,30776
16/07/2021,Close -The exact date is within 2-6 days of the indicated date,DRC,COD,0.101394614,29.271698,(2)25 km precision ,North Kivu,No information ,"July 2021: In North Kivu province, two girls were raped by armed men during an incursion in several localities. The perpetrators also engaged in looting",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,2,,30777
20/07/2021,Exact Date,DRC,COD,-1.492140902,28.81713867,(2)25 km precision ,North Kivu,In captivity," July 2021: In North Kivu province, at least six women were abducted from their homes and raped in nearby bushes by pastoralists from the Lukochu area. A nurse at the health clinic, where the women received medical care, stated that the frequency of abductions and sexual assaults committed by pastoralists in the area has become very concerning.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,6,,30780
21/07/2021,Exact Date,DRC,COD,-3.784581291,29.09390721,(1)Exact location,South Kivu,No information ,"July 2021: In South Kivu province, a female refugee from Burundi was raped by armed men wearing military uniforms. The perpetrators also stole the victimâ€™s money. The victim was taken to a clinic in Mboko in very critical condition",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Gang SV assault,1,,30782
14/07/2021,Exact Date,Nigeria,NGA,12.14406071,5.108642578,(2)25 km precision ,Zamfara,No information ,"July 2021: In Zamfara state, several women were raped by Alin Fade militia during attacks on the villages. The perpetrators threatened the victims to choose between rape or losing their families. The assault lasted throughout the day",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,5,,30820
29/07/2021,Exact Date,Nigeria,NGA,13.07056041,6.509399414,(2)25 km precision ,Zamfara,No information ,"July 2021: In Zamfara state, several women were raped by Dankarami militants during an attack on the village which lasted throughout the night. Seven civilians were killed during the attack, five others were wounded, and shops and belongings were looted.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,5,,30821
29/12/2021,Exact Date,Nigeria,NGA,12.28588653,6.488412591,(1)Exact location,Zamfara,No information ,"December 2021: In Zamfara state, an unspecified number of women were raped by Zamfara militiamen during an attack on the village. They also killed six people, including the district head and two sons, and abducted residents who were later released. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,5,,30826
16/12/2021,Exact Date,DRC,COD,-4.354170865,15.30120323,(1)Exact location,Kinshasa,Police station ,"December 2021: In Kinshasa province, a man was stripped naked, tortured and killed by police officers after being detained. ",Police,Congolese National Police,Group perpetrator,Firearms,Civilian ,Male,"Adult, ",StrippedNaked/TornClothes,SV by security personnel,Intimation,1,1,30828
01/12/2021,Close -The exact date is within 2-6 days of the indicated date,Nigeria,NGA,9.300017347,11.20056152,(2)25 km precision ,Taraba,No information ,"December 2021: In Taraba state, an unspecified number of women were raped by unidentified armed individuals. They also abducted the son of the district head and 20 others but no ransom demands were made.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,5,,30831
27/10/2021,Exact Date,DRC,COD,-3.021212489,29.1223526,(1)Exact location,South Kivu,In captivity,"October 2021: In South Kivu, three girls were kidnapped and raped by the Mai-Mai Kidjangala. The militia also stole cows from pastoralists. The FARDC later clashed against the group where they recovered the girls and stolen cows. ",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,3,,30912
23/10/2021,Close -The exact date is within 2-6 days of the indicated date,DRC,COD,-4.267042369,27.63353367,(1)Exact location,Maniema,No information ,"October 2021: In Maniema province, an unspecified number of women were raped by Mai-Mai Hapa an Pale during an attack on the village. The militia also kidnapped 18 people and ransacked homes.  ",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,5,,30913
15/10/2021,Close -The exact date is within 2-6 days of the indicated date,DRC,COD,-4.315372286,28.94439504,"(3)District, Communicipality or Commune ",South Kivu,"Street, road or field ","October 2021: In South Kivu province, a woman was raped by two FARDC soldiers while they were on patrol.",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Gang SV assault,1,,30918
15/09/2021,Exact Date,DRC,COD,1.441545964,30.48371353,(1)Exact location,Ituri,No information ,"September 2021: In Ituri province, a 13-year-old girl was raped by an unidentified armed group. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,30919
01/09/2021,Close -The exact date is within 2-6 days of the indicated date,DRC,COD,1.440430518,30.48351391,(1)Exact location,Ituri,No information ,"September 2021:In Tchomia city, Djugu territory, Ituri province, five young girls were raped by unidentified armed group. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,5,,30920
31/08/2021,Close -The exact date is within 2-6 days of the indicated date,DRC,COD,1.439057661,30.48265708,(1)Exact location,Ituri,No information ," August 2021: In Ituri province, eight young girls were raped by an unidentified armed group.  ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,8,,30921
29/08/2021,Close -The exact date is within 2-6 days of the indicated date,DRC,COD,-5.038962888,28.80249233,(5)Linear feature e.g. along a road or river ,Tanganyika,"Street, road or field ","August 2021: In Tanganyika province, 12 taxi drivers were ambushed and stripped naked before their belongings were looted by Mai-Mai Hapa na Pale militiamen.",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,Unclear,"Unspecified, ",StrippedNaked/TornClothes,CRSV,Intimation,12,,30922
29/08/2021,Exact Date,DRC,COD,-5.076353414,28.87573645,(2)25 km precision ,Tanganyika,"Street, road or field ","August 2021: In Tanganyika province, 19 taxi drivers were ambushed by Batwa militiamen. Six women and five other men were stripped naked before looting their belongings.  ",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,"Female, Male","Adult, ",StrippedNaked/TornClothes,CRSV,Intimation,11,,30928
20/08/2021,Month- The event occurred within this month,DRC,COD,-1.694394088,28.80340576,(2)25 km precision ,North Kivu,No information ,"Between July and September 2021: In North Kivu province, an unspecified number of civilians were raped by Mai Mai Maachano militia. The gender of the survivors were not specified.",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,Unclear,"Unspecified, ",Rape,CRSV,Mass SV assault,5,,30930
07/08/2021,Close -The exact date is within 2-6 days of the indicated date,DRC,COD,2.035704322,30.91552734,(2)25 km precision ,Ituri,No information ,"August 2021: In Ituri province, three women were raped by FARDC soldiers after they were deployed in the area for a military operation. One of the women died as a result of her injuries. The FARDC subsequently denied the allegations",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,SV by security personnel,Mass SV assault,3,1,30938
31/07/2021,Week-The event occurred within the week of this date ,DRC,COD,-5.456515998,27.28943183,"(3)District, Communicipality or Commune ",Tanganyika,No information ," Between July and August 2021: In Tanganyika territory, over 243 women and girls were raped in 12 villages. Reports suggest the rapes were carried out by rival militant groups fighting over mining areas.  ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,485,,30946
07/08/2021,Exact Date,DRC,COD,-1.326480609,28.75946045,(2)25 km precision ,North Kivu,"Street, road or field ","August 2021: In North Kivu, two women were raped by an unidentified armed group as they were returning home from their fields. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,30958
02/08/2021,Exact Date,DRC,COD,-1.121220546,29.10773295,(1)Exact location,North Kivu,In captivity,"August 2021: In North Kivu province, a 16-year-old girl was kidnapped and raped by unidentified armed men.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,30965
25/07/2021,Week-The event occurred within the week of this date ,DRC,COD,-5.947541766,29.1796875,"(4)Province, State, Governorate ",Tanganyika,No information ,"Between 01 July - 18 August 2021: In 6 villages in Tanganyika province, 16 women were raped by Batwa militiamen. The militiamen also reportedly killed 46 people and wounded others, triggering the displacement of more than 500 miners.  ",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,16,,30966
27/05/2021,Exact Date,DRC,COD,-0.963089382,29.3234265,"(3)District, Communicipality or Commune ",North Kivu,In captivity,"May 2021: In North Kivu province, two women were kidnapped and raped by an unidentified armed group. They demanded 4000 American dollars for the hostages' release.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,30968
16/04/2021,Exact Date,DRC,COD,-0.964920149,29.32525635,"(3)District, Communicipality or Commune ",North Kivu,In captivity,"April 2021: In North Kivu province, two women were kidnapped and raped by an identified armed group. The perpetrators demanded a 4,000 American dollars ransom for the hostages' release. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,30970
15/03/2021,Week-The event occurred within the week of this date ,DRC,COD,-1.19376125,29.44610596,(2)25 km precision ,North Kivu,No information ,"March 2021: In North Kivu province, at least two women were raped by an unknown Mai-Mai faction group.",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,30983
15/02/2021,Month- The event occurred within this month,DRC,COD,2.062866711,30.89761727,(1)Exact location,Ituri,No information ,"February 2021: In Ituri province, a woman was raped by CODECO-URDPC militia. ",NSA,Coalition of Congolese Democrats (Armed Wing),Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30984
15/02/2021,Month- The event occurred within this month,DRC,COD,1.939889199,30.76406482,(1)Exact location,Ituri,No information ,"February 2021: In Ituri province, three women were raped by CODECO-URDPC militia.",NSA,Coalition of Congolese Democrats (Armed Wing),Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,3,,30985
15/02/2021,Month- The event occurred within this month,DRC,COD,2.160647236,30.87584481,(1)Exact location,Ituri,No information ,"February 2021: In Ituri province, a woman was raped by CODECO-URDPC militia. ",NSA,Coalition of Congolese Democrats (Armed Wing),Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30986
09/02/2021,Exact Date,DRC,COD,1.099881323,29.91577204,(1)Exact location,Ituri,No information ,"February 2021: In Ituri province, eight women were raped by an unidentified armed group who were in possession of machetes and spears.",NSA,Unidentified armed actor,Group perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,8,,30987
06/02/2021,Exact Date,DRC,COD,1.404964778,30.34526825,(2)25 km precision ,Ituri,In captivity,"February 2021: In Ituri province, a female IDP was abducted, beaten and raped by FPAC (Zaire). The perpetrators also killed three other IDPs and injured two male IDPs. The woman was freed 5 days later. ",NSA,ZaÃ¯re-FPAC,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30989
27/01/2021,Exact Date,DRC,COD,-1.441116947,29.34036255,(2)25 km precision ,North Kivu,In captivity,"January 2021: In North Kivu province, two women and two men were kidnapped by unidentified armed men. The women were raped whilst in captivity. A ransom of 2,800USD was demanded for the hostages' release. The area is frequented by FDLR and other milities. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,30991
15/01/2021,Month- The event occurred within this month,DRC,COD,-7.209133946,29.75841441,(1)Exact location,Tanganyika,In captivity,"January 2021: In Tanganyika territory, a woman was abducted by Batwa militiamen. She was raped after being unable to pay her ransom to the militia.",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,30992
06/01/2021,Exact Date,DRC,COD,0.653271824,29.49584468,(2)25 km precision ,North Kivu,No information ,"January 2021: In North-Kivu province, a woman was raped and killed by an ADF militant. ",NSA,Allied Democratic Forces /National Army for the Liberation of Uganda,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,1,30999
28/12/2021,Exact Date,DRC,COD,-1.65349078,29.21708332,(1)Exact location,North Kivu,"Street, road or field ","December 2021: In North Kivu province, two 17-year-old girls were reportedly raped by Mai-Mai militiamen.",NSA,Mai Mai militia,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,2,,31036
27/01/2022,Exact Date,DRC,COD,0.2499556,29.38367288,(1)Exact location,North Kivu,"Street, road or field ","January 2022: In Beni territory, North Kivu territory, a ten-year-old girl was raped by Armed Forces of the Democratic Republic of the Congo (FARDC) members.",State military,Forces ArmÃ©es de la RÃ©publique DÃ©mocratique du Congo,Single perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,SV by security personnel,Single rape/sv assault ,1,,31038
19/01/2022,Exact Date,DRC,COD,-1.6497322,29.17664857,(2)25 km precision ,North Kivu,No information ,"January 2022: In North Kivu, a woman was tortured and raped by armed men. The woman died from her injuries.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,1,31039
01/01/2022,Year -The event occurred in this year,Nigeria,NGA,5.5859456,7.0669651,"(4)Province, State, Governorate ",Imo,Not applicable ,"January 2022: In Imo state, a southeast governor has been accused by the Indigenous People of Biafra of recruiting soldiers to rape Igbo women.",State military,Nigerian Armed Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,31114
18/01/2022,Exact Date,Nigeria,NGA,11.68282387,13.06212621,(1)Exact location,Borno,Victims home ,"January 2022: In Borno state, a 35-year-old male and aid worker raped a displaced teenage girl, after luring her into his apartment at a housing estate, near an IDP Camp, supposedly for work. Subsequently, the victim committed suicide by stabbing herself. Police detained the suspect and further investigations continue. ",NSA,Unidentified armed actor,Single perpetrator,Unarmed,Civilian ,Female,"Minor, ",Rape,CRSV,Single rape/sv assault ,1,1,31115
28/12/2021,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,9.73073085,39.57939484,(2)25 km precision ,Amhara Region,No information ,"December 2021: In Amhara region, TPLF soldiers and Oromo Liberation Army (OLA) militants reportedly raped 12 women during an incursion on the area. ",NSA,"Oromo Liberation Front, Tigray Peopleâ€™s Liberation Front",Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,12,,31163
01/01/2021,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,12.2,40.25,(2)25 km precision ,Afar Region,Not applicable ,"January 2021: In Afar region, 42 women and girls were reportedly raped by TPLF soldiers during an attack on a town. ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,42,,31164
01/01/2021,Close -The exact date is within 2-6 days of the indicated date,Ethiopia,ETH,11.7108206,41.0330866,"(4)Province, State, Governorate ",Afar Region,No information ,"January 2021: In Afar region, seven women were reportedly raped by TPLF soldiers. ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,7,,31165
02/01/2022,Month- The event occurred within this month,Ethiopia,ETH,9.993615386,39.89984241,(2)25 km precision ,Amhara Region,In captivity,"January 2022: In Amhara region, a 13-year-old girl was reportedly abducted and raped by TPLF forces.",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,31166
07/01/2022,Year -The event occurred in this year,Ethiopia,ETH,13.881273,39.127495,"(4)Province, State, Governorate ",Tigray,Not applicable ,"January 2022: In Tigray region, ethnic Tigrayans have reportedly been forced to rape family members or to engage in sexual activities with military personnel in exchange for basic supplies.  ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,NotApplicable,"Adult, ",Rape,CRSV,Gang SV assault,1,,31168
22/01/2022,Year -The event occurred in this year,Ethiopia,ETH,10.93415165,39.20209065,"(4)Province, State, Governorate ",Amhara Region,Not applicable ,"January 2022: In Amhara region, a report shared by Ethiopian Government officials states that TPLF soldiers reportedly raped at least 217 women, including an eight-year-old girl and elderly women, in addition to killing 548 inhabitants of the area.",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,31170
18/01/2022,Exact Date,Nigeria,NGA,10.16829154,6.491755057,(1)Exact location,Niger,"Street, road or field ","January 2022: In Niger state, unidentified militiamen on motorbikes carrying AK47s engaged in an assault on over 30 villages, raping women and attacking civilians. At least six people were killed during the attacks, an unknown number of people were injured, an unknown number of women and children were abducted, and over 3,000 people were displaced. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,31171
31/01/2021,Close -The exact date is within 2-6 days of the indicated date,Nigeria,NGA,6.350070332,4.80311217,(1)Exact location,Ondo,"Street, road or field ","January 2021: In Ondo state, a female fruit seller was reportedly gang-raped and killed by suspected Fulani herdsmen whilst she was alone at her farm. ",Other,Fulani herdsmen,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,1,31172
22/01/2022,Exact Date,South Sudan,SSD,4.856973947,31.59667969,(2)25 km precision ,Central Equatoria,Victims home ,"January 2022: In Central Equatoria state, a police officer raped an 11-year-old girl as her family members were away at a funeral. The attack happened in a house where both the perpetrator and the victim lived. Police have arrested the perpetrator. ",Police,South Sudan National Police Service,Single perpetrator,No information on weapons,Civilian ,Female,"Minor, ",Rape,SV by security personnel,Single rape/sv assault ,1,,31173
08/01/2022,Exact Date,Sudan,SDN,13.4756817,23.29887872,(2)25 km precision ,North Darfur State,"Street, road or field ","January 2022: In North Darfur state, a group of gunmen intercepted and gang raped a 40-year-old woman whilst she was out fetching water. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,31175
25/01/2022,Exact Date,Sudan,SDN,11.939659,23.074968,(1)Exact location,Central Darfur,"Street, road or field ","January 2022: In Central Darfur state, three girls aged between six and nine were raped by four armed herdsmen. The victims were taken to hospital, but could not receive treatment due to a lack of specialised doctors. Police reportedly made no effort to arrest the perpetrators. ",Other,Herdsmen (Sudan),Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Mass SV assault,3,,31176
25/01/2022,Exact Date,Sudan,SDN,15.65738024,32.47385093,(1)Exact location,Khartoum State,School,"January 2022: In Khartoum state, security forces reportedly raped female students of a university. ",State military,Sudanese Armed Forces,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,31177
25/01/2022,Exact Date,Sudan,SDN,15.6131174,32.39585181,"(3)District, Communicipality or Commune ",Khartoum State,School,"January 2022: In Khartoum state, security forces reportedly raped female students of Hajjar university.",State military,Sudanese Armed Forces,Single perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Minor, ",Rape,SV by security personnel,Single rape/sv assault ,1,,31222
03/02/2022,Exact Date,DRC,COD,-0.966751,29.31425777,"(3)District, Communicipality or Commune ",North Kivu,In captivity,"February 2022: In North Kivu province, a woman was kidnapped and raped by armed men. A ransom was demanded for her release. ",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,31535
05/02/2022,Exact Date,DRC,COD,-1.021445537,29.11331129,(1)Exact location,North Kivu,In captivity,"February 2022: In North Kivu province, a woman was kidnapped and raped in captivity by armed men.",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,31536
18/02/2022,Exact Date,Sudan,SDN,12.94902167,22.87319222,(2)25 km precision ,West Darfur State,"Street, road or field ","February 2022: In West Darfur state, armed herdsmen raped a 13-year-old girl from an IDP Camp while she was on her way to a nearby well with her familyâ€™s livestock. A report was filed at the police station and police have since arrested one of the perpetrators",NSA,Unidentified armed actor,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,31537
22/02/2022,Week-The event occurred within the week of this date ,Sudan,SDN,14.0433374,35.36913499,"(4)Province, State, Governorate ",Gedarif State,No information ,"February 2022: In El Gedaref state, according to a local farmer a girl was raped by an unspecified number of armed herdsmen. Two similar incidents were also reported in the village (coded separately).   ",Other,Herdsmen (Sudan),Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,31538
22/02/2022,Week-The event occurred within the week of this date ,Sudan,SDN,14.02957047,35.37737129,"(4)Province, State, Governorate ",Gedarif State,No information ,"February 2022: In El Gedaref state, according to a local farmer a girl was raped by an unspecified number of armed herdsmen. Two similar incidents were also reported in the village (coded separately).  ",Other,Herdsmen (Sudan),Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,31539
22/02/2022,Week-The event occurred within the week of this date ,Sudan,SDN,14.02868222,35.35984869,"(4)Province, State, Governorate ",Gedarif State,No information ,"February 2022: In El Gedaref state, according to a local farmer a girl was raped by an unspecified number of armed herdsmen. Two similar incidents were also reported in the village (coded separately)",Other,Herdsmen (Sudan),Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,31540
31/08/2021,Week-The event occurred within the week of this date ,Ethiopia,ETH,13.09731312,37.74977161,(2)25 km precision ,Amhara Region,No information ,"February 2022: In Amhara region, between late August and early September 2021, Tigray People's Liberation Front (TPLF) fighters were accused of raping and sexually assaulting at least 30 women and girls, shortly after taking control of the area. Due to looting and damage to health facilities, rape survivors have also been forced to wait until they reach hospitals in other towns to receive crucial post-rape care, some of which needs to be administered within 72 hours. ",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Minor, Adult, ",Rape,CRSV,Mass SV assault,28,,31541
31/08/2021,Week-The event occurred within the week of this date ,Ethiopia,ETH,13.09998832,37.7490908,(2)25 km precision ,Amhara Region,Victims home ,"February 2022: In Amhara region, a 14-year-old female student and her mother were raped inside their home by two TPLF fighters, one of whom was wearing military clothing.",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Minor, Adult, ",Rape,CRSV,Mass SV assault,2,,31542
31/08/2021,Month- The event occurred within this month,Ethiopia,ETH,13.09463789,37.74170325,(2)25 km precision ,Amhara Region,Victims home ,"February 2022: In Amhara region, a 29-year-old woman was raped inside her home by four TPLF fighters over a 15-hour period. Her older parents were locked in a separate room during the attack.",NSA,Tigray Peopleâ€™s Liberation Front,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Gang SV assault,1,,31543
13/03/2022,Month- The event occurred within this month,Ukraine,UKR,50.58498054,30.25909424,(2)25 km precision ,Kyiv Oblast,"Public Building, Market or Public Area ","March 2022: In Kyiv Oblast, a 28-year-old woman was kidnapped from her residence, taken to an abandoned building and raped by a Russian soldier, reported to be 40-year-old. This incident was reported on April 17 2022. ",State military,Armed Forces of the Russian Federation,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,,32225
07/03/2022,Exact Date,Ukraine,UKR,50.53496232,30.24447605,"(3)District, Communicipality or Commune ",Kyiv Oblast,Victims home ,"March 2022: In Kyiv Oblast, a 50-year-old woman was threatened and raped at gunpoint by a Chechen soldier allied with Russian forces. The woman reported that four other soldiers entered whilst she was being attacked and took him away, The womanâ€™s husband was shot and killed after attempting to stop the soldier.",State military,Armed Forces of the Russian Federation,Single perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,,32231
07/03/2022,Exact Date,Ukraine,UKR,50.50003445,30.27798965,"(3)District, Communicipality or Commune ",Kyiv Oblast,Victims home ,"March 2022: In Kyiv Oblast, a 40-year-old woman was raped and killed by an alleged Chechen soldier allied with Russian forces. The woman was taken from her home and taken to a nearby abandoned home. The woman was buried in the garden of the house by Russian soldiers who found her body. ",State military,Armed Forces of the Russian Federation,Single perpetrator,"Blunt, dagger, knife  and machetes",Civilian ,Female,"Adult, ",Rape,CRSV,Single rape/sv assault ,1,1,32244
09/03/2022,Exact Date,Ukraine,UKR,50.54194482,30.22064209,(2)25 km precision ,Kyiv Oblast,In captivity,"March 2022: In Kyiv Oblast, a 41-year-old and 43-year-old woman were raped by two Russian soldiers, one of whom was 19-years-old. The soldiers broke into the womenâ€™s residence and took them to an abandoned house where the soldiers assaulted the women. One of the women reported being forced to knock on residents' houses in order to â€œfind other womenâ€, she also reported that the soldiers used derogatory remarks.",State military,Armed Forces of the Russian Federation,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,,32305
09/03/2022,Close -The exact date is within 2-6 days of the indicated date,Ukraine,UKR,50.59253668,30.27845637,(6)Contry,Kyiv Oblast,No information ,"09 March 2022: Two women, one of whom was a doctor, were tortured, raped and killed by Russian soldiers.",State military,Armed Forces of the Russian Federation,Group perpetrator,Firearms,Civilian ,Female,"Adult, ",Rape,CRSV,Mass SV assault,2,2,32308
09/03/2022,Month- The event occurred within this month,Ukraine,UKR,50.5879596,30.2585797,(1)Exact location,Kyiv Oblast,No information ,"March 2022: In Hostomel, Kyiv Oblast, an 11-year-old girl was raped. No information about the perpetrator was available. This incident likely took place in March 2022 whilst the town was under Russian occupation.",State military,Armed Forces of the Russian Federation,No information,No information on weapons,Civilian ,Female,"Minor, ",Rape,CRSV,No information,1,,32311
27/04/2022,Month- The event occurred within this month,Ukraine,UKR,50.54572654,30.21065158,(6)Contry,Kyiv Oblast,No information ," April 2022: In an unspecified location, an 11-year-old girl was raped by Russian soldiers. ",State military,Armed Forces of the Russian Federation,Group perpetrator,Firearms,Civilian ,Female,"Minor, ",Rape,CRSV,Gang SV assault,1,,32312
